Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Prob_Home,Prob_Draw,Prob_Away,HomeWin_Pct,HomeWin_StdDev,Optimal_Advantage,TeamHomeAdvantage,HomeAdvantageUsed,Home_Elo,Away_Elo,Relative_Home_Advantage,Elo_Difference,Home_Attack,Away_Defense,Away_Attack,Home_Defense,Pred_Home_Goals,Pred_Away_Goals,Home_Elo_I,Away_Elo_I,Home_Avg_Goals_I,Away_Avg_Goals_I,Pred_Home_GoalsF,Pred_Away_GoalsF,Home_Elo_I_Norm,Away_Elo_I_Norm,Home_Power,Away_Power,Home_Avg_Odd_H,Away_Avg_Odd_A,Pred_Home_Odd_Goals,Pred_Away_Odd_Goals,BackHome
1.9,3.25,3.9,1.93,1.7,1.8,1.82,0.48267326,0.28217822,0.23514852,0.42901814,0.49509075,-49.658665,-37.914528,-37.914528,1555.5945,1630.8917,-0.2527635,-113.21175,1.4,1.4,1.3,1.4,1.2681276,1.131342,1639.1895,1533.508,1.4,1.3,1.3010635,1.1505299,0.79067886,0.7397024,0.9948327,0.90403336,2.258,4.247,1.557622,1.0675029,1
2.25,3.4,2.7,1.7,2.1,1.62,2.2,0.40078586,0.26522595,0.33398822,0.44246575,0.49684897,-40.156754,-46.602226,-46.602226,1346.7682,1523.1202,-0.31068152,-222.95421,1.8,1.3,1.4,1.7,1.6290089,1.1720073,1402.5627,1600.1892,1.2,1.5,1.1186037,1.3707095,0.6765396,0.7718667,0.85336524,1.0114038,2.236,2.068,1.3174862,1.3333491,0
1.8,3.3,4.1,2.2,1.65,2,1.73,0.5039106,0.27486032,0.22122905,0.42698413,0.49483636,-51.101967,-16.046888,-16.046888,1376.119,1579.2156,-0.10697926,-219.14343,0.9,1.7,1.2,0.9,1.1065929,1.1513668,1500.2681,1456.8165,0.9,0.5,0.9822281,0.6827559,0.72366875,0.7027095,0.82709247,0.6947281,2.585,4.358,1.4812692,1.0967953,0
2.4,3.05,2.92,1.93,1.78,1.65,1.98,0.38331756,0.30162692,0.31505552,0.42167488,0.4940705,-54.87773,-95.55283,-95.55283,1516.1927,1506.2028,-0.6370189,-85.56286,1.2,1.7,1.7,0.7,1.392045,1.2472415,1462.5841,1553.0725,1.2,1.4,1.0831445,1.4606541,0.70549154,0.7491395,0.8565527,1.0337454,2.305,3.264,1.4295459,1.1880898,0
3.6,4.25,1.75,1.36,2.92,1.39,2.77,0.2561343,0.21696083,0.5269049,0.45740956,0.49847367,-29.666754,-4.8937826,-4.8937826,1488.6934,1551.5265,-0.032625217,-67.72685,1.8,1.3,1.5,1.5,1.5902243,1.2252078,1555.2314,1766.7611,2,2,1.7997241,1.9288676,0.75018084,0.8522142,1.1699982,1.2828755,2.21,2.058,1.3226396,1.3306437,0
1.85,3.1,4.33,2.1,1.7,1.83,1.83,0.4940648,0.29484513,0.21109004,0.42698413,0.49483636,-51.101967,10.860898,10.860898,1614.89,1484.4003,0.07240599,141.35057,1.2,1,1.2,1,1.3223706,1.1511744,1409.128,1551.4302,1.2,1.2,1.1739808,1.0686613,0.67970645,0.7483473,0.8774162,0.8764729,3.515,4.27,1.2438362,1.2349861,0
3.1,3.6,2.15,1.73,2.1,1.62,2.2,0.30275768,0.260708,0.43653432,0.43598056,0.4960186,-44.730785,-76.325806,-76.325806,1536.4178,1496.1667,-0.5088387,-36.074814,1.4,2,1,1.9,1.3589022,1.2696714,1466.7802,1598.6912,1.3,1.2,1.2866696,1.0540813,0.70751554,0.7711441,0.93917716,0.884319,2.319,7.755,2.0301318,0.7485159,0
6.6,3.95,1.47,2,1.75,2.15,1.62,0.1396515,0.23334175,0.62700677,0.3992989,0.48983237,-70.944115,-120.411995,-120.411995,1638.284,1629.4076,-0.80274665,-111.53558,0.7,0.6,1.1,1.4,1.1539265,1.192752,1539.8646,1696.7188,0.7,2,0.886288,2.0378222,0.7427685,0.81842864,0.8001763,1.3061861,2.183,1.829,1.3053703,1.3581504,0
3.2,3.3,2.25,1.7,2.1,1.57,2.25,0.29481834,0.28588447,0.4192972,0.44028103,0.49661472,-41.696022,-59.36793,-59.36793,1510.4535,1618.8423,-0.39578623,-167.75673,1.2,2,1.4,0.5,1.6085838,1.2036304,1401.6405,1449.2677,1.2,1.8,1.1367662,1.7824473,0.6760948,0.69906825,0.86036336,1.13242,3.478,2.66,1.1032165,1.4519672,1
1.36,4.33,8.5,1.73,2.08,2,1.73,0.6783857,0.21307263,0.108541705,0.469075,0.49917936,-21.516365,-70.4365,-70.4365,1560.4363,1594.1869,-0.4695767,-104.18702,1.4,2,0.3,1.3,1.4700202,1.1610266,1392.9546,1312.5912,1.4,0.6,1.5532544,0.7555361,0.67190504,0.633141,1.0244448,0.68209904,2.159,9.65,2.42548,0.6040134,1
2.8,3.1,2.55,2.15,1.67,1.83,1.83,0.33319283,0.30094838,0.3658588,0.40320122,0.49072757,-68.12244,125.171684,125.171684,1704.6523,1628.549,0.8344779,201.27504,1.2,1.9,0.9,1.3,1.3223706,1.2695299,1548.9934,1554.9183,1,1.7,1.09399,1.5457137,0.7471719,0.7500298,0.8858991,1.0683033,2.075,2.64,1.4187343,1.2332697,1
1.48,4,8,2.1,1.7,2.25,1.57,0.6430868,0.23794213,0.118971065,0.44401243,0.4970488,-39.067974,0,0,1455.9221,1381.7653,0,74.15682,1.7,1.4,0.4,0.9,1.3718228,1.0818557,1514.6886,1525.645,1.7,0.7,1.7976345,0.81341654,0.7306246,0.7359096,1.1574286,0.76691234,2.622,3.748,1.402478,1.1731939,1
1.67,3.5,6,2.5,1.53,2.25,1.57,0.569646,0.2718025,0.15855147,0.4522494,0.49791119,-33.28194,30.736012,30.736012,1527.4998,1642.3564,0.20490675,-84.12068,1.3,0.8,1.2,0.3,1.4259961,1.1307118,1647.5153,1590.0308,1.3,0.8,1.2458829,0.84037447,0.79469484,0.76696664,0.97517,0.7963298,2.289,3.105,1.4158586,1.205479,1
1.75,4.2,3.9,1.53,2.4,1.53,2.38,0.53608245,0.22336769,0.24054983,0.44028103,0.49661472,-41.696022,-120.411995,-120.411995,1337.4404,1274.3915,-0.80274665,-57.362984,2.4,2.1,1.2,1.4,2.000432,1.2363822,1541.4128,1392.105,2.4,1.2,2.3575485,1.1604755,0.7435154,0.67149526,1.3891286,0.86708736,3.377,3.908,1.2393917,1.2613375,1
2.45,3.3,2.8,2.05,1.75,1.8,1.95,0.38205498,0.28364688,0.3342981,0.43631178,0.4961631,-44.496803,-77.829865,-77.829865,1659.578,1595.7585,-0.51886576,-14.010401,1.2,1.9,0.4,1.2,1.2301497,1.350648,1590.2198,1614.9742,1.2,1.2,1.3354275,1.011524,0.76705784,0.7789984,0.99440575,0.8720086,2.41375,3.64,1.4438521,1.1575919,1
1.9,3.6,3.9,1.88,1.98,1.73,2,0.49628845,0.26193002,0.24178155,0.40320122,0.49072757,-68.12244,-87.89002,-87.89002,1700.7067,1623.9325,-0.5859335,-11.115944,1.8,1.2,1.7,0.6,1.585216,1.072257,1767.6156,1654.0242,1.8,1,1.5473326,0.9607767,0.8526264,0.79783446,1.1305089,0.86301136,1.827,2.921,1.5168102,1.163504,1
2.15,3.4,2.85,1.6,2.05,1.62,2.21,0.41898173,0.26494434,0.31607392,0.40748033,0.49160755,-65.03846,-38.764004,-38.764004,1455.2109,1908.2367,-0.2584267,-491.78986,1.2,1.8,1.9,2.1,1.1970794,1.339336,1619.0648,1498.5916,1.2,1.1,1.0488094,1.1705071,0.78097147,0.7228601,0.88810664,0.9019189,3.315,5.188,1.3860981,1.0971519,1
1.8,3.3,4.33,2.1,1.7,2,1.73,0.5099026,0.27812868,0.21196873,0.44406393,0.49714515,-39.031742,-81.647995,-81.647995,1454.6069,1502.7032,-0.5443199,-129.74435,1.3,0.6,1.3,0.9,1.6986884,1.2693177,1575.3466,1449.7908,1.3,0.9,1.225977,1.0098537,0.7598836,0.69932055,0.9463209,0.82353383,2.89,3.95,1.3576859,1.1858424,1
1.48,4,6.5,1.9,1.95,2,1.73,0.6259028,0.23158401,0.14251325,0.4384191,0.4964215,-43.009132,107.042496,107.042496,1715.3297,1632.6414,0.71361667,189.7308,1.5,1.4,0.9,1.4,1.2681276,1.0916618,1633.2571,1508.0059,1.5,0.6,1.4491037,0.6676693,0.7878173,0.72740114,1.0523318,0.70350844,2.255,3.69,1.4916561,1.1302902,1
1.25,6.5,9,1.4,2.88,1.8,1.95,0.75120384,0.14446227,0.10433387,0.4587989,0.49847364,-28.694532,150,150,1685.7112,1567.3914,1,268.31982,2.8,1.3,1.6,1.4,1.9589739,1.2254126,1837.8073,1581.2587,2.8,1.5,2.8493166,1.2450408,0.886484,0.7627353,1.671617,0.95565754,1.373,4.455,1.8574052,0.94135815,1
3,2.8,2.7,2.7,1.44,2.1,1.67,0.31421447,0.33665836,0.34912717,0.46703297,0.49918634,-22.941124,17.681465,17.681465,1584.5851,1442.4794,0.11787643,159.78716,1.3,1.6,0.9,0.7,1.1206439,1.1513668,1358.2601,1514.2628,1.2,1.2,1.2320994,1.2601779,0.6551699,0.7304193,0.8859417,0.9423227,2.477,4.3444443,1.5088031,1.084443,0
2,3.75,3.3,1.5,2.5,1.44,2.63,0.4674221,0.24929178,0.28328612,0.42870998,0.49513182,-49.87721,-41.416237,-41.416237,1501.3458,1559.6987,-0.27610824,-99.76916,2.9,1.8,1.9,1,2.4720883,1.2143373,1622.4565,1438.3634,2.9,1.2,3.2774155,1.1290262,0.78260756,0.69380844,1.7805308,0.86789554,2.139,2.785,1.4185357,1.2241417,1
3.75,3.45,1.8,1.75,1.88,1.7,2.1,0.23979148,0.26064292,0.4995656,0.41519433,0.4931914,-59.50405,38.46154,38.46154,1446.4994,1685.6101,0.25641027,-200.64914,0.3,0.8,1.8,1,0.87414324,1.2808945,1331.6136,1553.2239,0.3,0.9,0.6242314,1.023822,0.6423167,0.7492125,0.63508254,0.8590563,5.492,7.485,1.1212416,1.1186097,0
1.75,3.9,4.1,1.85,2,1.8,1.91,0.53317773,0.23924641,0.22757585,0.44028103,0.49661472,-41.696022,-25.976322,-25.976322,1549.2345,1499.5951,-0.17317548,23.66312,1.6,2.3,1.8,1.5,1.7040552,1.182433,1260.696,1130.6531,1.8,1.1,1.5473326,0.91408473,0.6081089,0.5453814,0.9837984,0.69286275,2.294,5.395,1.6937912,0.9522214,1
2.5,2.92,2.87,2.02,1.62,1.75,1.87,0.36667046,0.31393018,0.31939936,0.42167488,0.4940705,-54.87773,45.454544,45.454544,1394.2089,1494.2341,0.3030303,-54.570705,1.2,1.2,0.8,1,1.3223706,1.2363822,1344.9037,1401.3602,1.2,1.3,1.2521048,1.3019421,0.64872724,0.67595965,0.89007825,0.9263526,2.318,2.891,1.3849593,1.2366275,1
2.1,3.1,3.75,2.35,1.57,2,1.73,0.4469435,0.30276817,0.25028834,0.4384191,0.4964215,-43.009132,-57.56263,-57.56263,1680.3331,1686.3673,-0.38375086,-63.59681,1.9,0.9,1.7,1.3,1.5621876,1.2696714,1649.7087,1556.3491,2,1,1.7426739,0.9607767,0.7957529,0.75072,1.1745213,0.83474267,2.25,3.65,1.4883119,1.134299,1
2.3,2.77,3.55,2.35,1.53,1.93,1.78,0.40351668,0.33504996,0.26143336,0.45256916,0.49799132,-33.057716,8.475719,8.475719,1386.7253,1470.7554,0.056504797,-75.55432,1.2,1.1,1.7,1.2,1.5184613,1.1616089,1453.1122,1428.0381,1.2,1,1.0831445,1.001199,0.70092267,0.68882793,0.85381144,0.8137763,3.109,5.009,1.4184656,1.0908148,1
2.4,3.8,2.63,1.4,2.88,1.36,3,0.39306223,0.24824983,0.35868797,0.44028103,0.49661472,-41.696022,-42.32149,-42.32149,1382.2749,1390.8009,-0.28214327,-50.847443,1.4,2.5,0.8,1.4,1.4607753,1.2032951,1273.8445,1369.9829,1.4,1.9,1.4101752,1.7430613,0.6144511,0.6608244,0.9327408,1.0937192,3.69,3.798,1.1612548,1.3236724,0
1.29,5.25,8,1.65,2.2,2.1,1.67,0.7107501,0.17464145,0.11460845,0.39906543,0.48993525,-71.113235,40,40,1462.5293,1647.5012,0.26666668,-144.97195,1.6,2,1.3,1.5,1.3761569,1.1512386,1582.1428,1419.9319,1.6,0.3,1.4653147,0.6138296,0.76316184,0.68491787,1.044023,0.6564825,1.786,4.34,1.7085192,1.0001049,0
1.95,3.1,4.33,2.4,1.53,2.1,1.67,0.4809129,0.30250973,0.2165774,0.45216307,0.49780992,-33.34249,-111.79613,-111.79613,1479.4491,1496.8821,-0.7453075,-129.22906,0.8,1.9,1,1.3,1.1575722,1.1511103,1414.3895,1353.17,0.7,0.6,0.90067846,0.7765817,0.6822444,0.6527146,0.76961803,0.70226145,2.953,5.936,1.5693135,0.97320384,1
2.8,3.8,2.05,2.05,1.75,1.91,1.8,0.32230037,0.23748448,0.44021514,0.4783237,0.49989125,-15.071683,-125.44765,-125.44765,1434.3936,1463.9132,-0.83631766,-154.96739,1.7,0.8,1.1,1.6,1.6582448,1.16135,1472.1073,1681.4802,1.7,1.6,1.6059684,1.6930234,0.7100851,0.8110782,1.0684384,1.1638563,2.282,3.095,1.416533,1.2057294,0
1.91,3.4,3.75,2.05,1.75,1.91,1.91,0.48283568,0.27124003,0.2459243,0.43353173,0.49580827,-46.46187,-31.672499,-31.672499,1643.1544,1619.7772,-0.21114999,-8.295333,1.6,1.6,0.9,1,1.2457696,1.1408337,1538.4742,1479.6534,1.6,0.8,1.5628259,0.7426412,0.74209785,0.7137251,1.070389,0.72529155,2.943,4.923,1.4517331,1.0792259,1
2.3,2.75,3.75,3.1,1.36,2.5,1.5,0.40821376,0.34141514,0.2503711,0.45216307,0.49780992,-33.34249,-37.472416,-37.472416,1582.45,1618.9379,-0.24981612,-73.96032,0.9,1,0.8,1.2,1.2706865,1.1014955,1422.2389,1634.8125,0.8,1.1,0.9713615,1.0928087,0.6860306,0.78856754,0.800163,0.910264,2.952,4.968,1.4545175,1.0753634,0
2.7,3.2,2.35,2.03,1.83,1.8,1.91,0.33414796,0.28193736,0.38391468,0.39512196,0.48911554,-73.97466,46.783627,46.783627,1356.4059,1517.0662,0.31189084,-113.87668,1.1,2,1.1,1.4,1.3376378,1.1928849,1427.9888,1390.8579,1.2,1.3,1.1930425,1.1989355,0.68880415,0.6708937,0.8904995,0.8821104,2.559,7.22,1.8639902,0.81371164,1
2.55,3.3,2.5,1.73,2.08,1.62,2.2,0.3580729,0.27669272,0.36523438,0.44246575,0.49684897,-40.156754,-30.288286,-30.288286,1457.5427,1483.4204,-0.20192191,-56.165924,1.2,1.8,0.8,1.1,1.4215051,1.1614795,1461.5258,1448.0148,1.1,1.1,1.1609929,1.0631932,0.704981,0.6984639,0.8873857,0.84435564,3.084,3.039,1.2203313,1.3329116,1
13,5.75,1.22,1.48,2.6,2,1.75,0.071856596,0.16245839,0.765685,0.4467253,0.4973969,-37.16009,-12.413693,-12.413693,1490.8572,1611.0563,-0.08275796,-132.61284,1.7,0.9,2.4,2.1,1.400855,1.247311,1569.7037,2073.1418,1.7,2.7,1.302576,3.1896348,0.75716174,1,0.97532743,1.8758539,3.383,1.486,1.0232867,1.620819,0
2.35,3.8,2.63,1.48,2.6,1.4,2.75,0.39809597,0.24619092,0.35571313,0.44028103,0.49661472,-41.696022,-32.66802,-32.66802,1348.0646,1431.1552,-0.21778679,-115.75855,1.1,1.4,1.4,1.3,1.4125652,1.2808231,1271.815,1548.5812,1.1,2.1,1.0711615,1.761037,0.61347216,0.74697304,0.7965479,1.1525986,2.391,2.934,1.3714707,1.2417853,0
1.62,4.33,4.75,1.6,2.3,1.62,2.2,0.58302695,0.21813017,0.19884287,0.44028103,0.49661472,-41.696022,-25.976322,-25.976322,1454.4686,1510.4535,-0.17317548,-81.961136,2.4,1.1,1,1.7,1.8281144,1.375244,1509.0785,1485.5535,2.4,0.6,2.47426,0.7350608,0.72791857,0.71657103,1.4264553,0.7239669,1.627,4.102,1.7256262,1.0059593,0
2.63,3.3,2.75,2,1.85,1.75,2,0.36319613,0.2894563,0.34734756,0.44039735,0.4966404,-41.614025,-105.29658,-105.29658,1470.1733,1280.653,-0.70197713,84.22379,1.9,0.8,1.1,1.6,1.7148397,1.1715503,1409.053,1608.0901,1.9,1.3,1.8087119,1.266659,0.6796703,0.77567774,1.1312869,0.9720703,2.633,2.786,1.2976873,1.2973772,1
4.4,3.6,1.72,1.91,1.8,1.82,1.78,0.20918919,0.25567567,0.53513515,0.40672073,0.4915068,-65.58514,49.82818,49.82818,1339.503,1369.4878,0.33218786,19.843464,1.2,0.5,1.6,1.1,1.2990564,1.0721376,1153.0427,1583.396,1.2,1.9,1.1007314,1.9455415,0.5561813,0.7637663,0.7740013,1.2364763,3.266,1.711,1.0637772,1.5619203,0
2.6,2.75,3,2.6,1.44,2.1,1.65,0.35560346,0.33620688,0.30818966,0.3992989,0.48983237,-70.944115,-54.735184,-54.735184,1468.8943,1492.0542,-0.3649012,-77.89508,0.4,0.6,1,1.2,1.092718,1.1516235,1468.4574,1557.8005,0.4,0.9,0.7535657,0.92995644,0.70832455,0.7514201,0.72642106,0.8228346,2.899,3.56,1.3145312,1.2358737,1
1.65,3.7,4.6,1.7,1.91,1.7,1.91,0.5541266,0.24711053,0.19876282,0.40672073,0.4915068,-65.58514,-68.86439,-68.86439,1596.8876,1397.899,-0.4590959,130.12418,1.2,1.9,0.9,0.5,1.4170281,1.1718768,1332.9165,1198.1931,1.2,0.9,1.2320994,0.8924105,0.6429451,0.57796,0.87860686,0.7037402,2.514,6.357,1.7558494,0.88483524,1
2.8,3.7,2.3,1.48,2.6,1.4,2.75,0.33623073,0.2544449,0.40932438,0.44640234,0.49730158,-37.387108,89.85666,89.85666,1702.1708,1667.9961,0.5990444,124.03137,2.9,0.5,0.8,1.1,2.0194523,1.2361755,1576.6357,1883.7543,3.4,1.9,4.8593936,1.6273568,0.76050544,0.908647,2.4000607,1.196131,1.801,1.897,1.4060025,1.2892908,0
1.83,3.1,4.1,2.63,1.44,2.38,1.53,0.49099898,0.2898478,0.21915321,0.44125736,0.4966349,-41.007935,-100.42241,-100.42241,1558.5436,1563.4882,-0.6694827,-105.367065,1.5,0.8,1,0.9,1.3307396,1.1514311,1524.1067,1540.2285,1.5,1,1.4491037,1.001199,0.7351675,0.74294406,1.0207419,0.846246,1.981,2.664,1.4457253,1.2166669,0
2.3,3.1,3.2,2.35,1.57,2,1.73,0.40639082,0.30151576,0.2920934,0.44287547,0.49688557,-39.868256,-46.95424,-46.95424,1577.9948,1638.3408,-0.31302828,-107.30025,1.4,0.8,1,1.7,1.3761569,1.1514952,1652.4342,1735.7506,1.4,2.3,1.3654734,2.6137958,0.7970676,0.837256,1.0244299,1.547872,1.666,2.268,1.4833287,1.2212592,1
2.9,3.55,2.22,1.75,2.02,1.62,2.15,0.32018363,0.26155847,0.4182579,0.4522613,0.49802873,-33.273594,-6.095987,-6.095987,1423.6724,1672.0746,-0.04063991,-254.49812,1.5,1.6,1.9,1.7,1.2681276,1.2038987,1634.2755,1567.6512,1.5,1.4,1.2535603,1.2731736,0.7883085,0.7561717,0.9744092,0.96297246,2.981,3.449,1.2839682,1.2622554,1
2.25,3.5,3,1.85,2,1.7,2.05,0.41791046,0.26865673,0.31343284,0.43631178,0.4961631,-44.496803,17.100792,17.100792,1785.0038,1659.578,0.11400528,142.52661,2.4,1.4,1.9,1,1.872701,1.1211795,1612.9913,1565.7373,2.7,1.4,2.5582309,1.125107,0.7780419,0.7552485,1.4901175,0.9031919,2.199,3.335,1.465307,1.1647736,0
2.35,2.9,3.4,2.6,1.48,2.05,1.7,0.39975673,0.3239408,0.27630246,0.39384615,0.48878947,-74.902504,-10.860898,-10.860898,1426.0685,1502.2032,-0.07240599,-86.99564,2,1.3,1.4,1.9,1.7311447,1.1617384,1812.9934,1466.7296,2.2,1.2,2.059839,1.1765271,0.8745148,0.70749116,1.3486445,0.89510554,1.372,3.033,1.6611398,1.0900903,0
1.75,3.9,3.6,1.44,2.63,1.44,2.63,0.51684153,0.23191607,0.2512424,0.44406393,0.49714515,-39.031742,-115.51822,-115.51822,1391.0889,1346.6659,-0.77012146,-71.095245,3,1.1,1.5,1.2,2.2806225,1.1310269,1828.3263,1603.2334,3,1.7,3.4225738,1.6330254,0.8819108,0.77333504,1.898176,1.1172112,1.401,1.696,1.4875071,1.2557236,0
1.91,3.3,4.1,2.05,1.75,1.95,1.8,0.4890833,0.28307548,0.22784124,0.43561643,0.496064,-44.988037,-63.344997,-63.344997,1588.9941,1668.3806,-0.42229998,-142.73141,2,2.3,1.7,1.1,1.5201911,1.1928184,1500.999,1460.2592,2,1.1,1.7426739,1.020268,0.7240214,0.7043701,1.1314824,0.83072925,2.559,4.173,1.4667329,1.1145256,0
2.2,2.95,3.5,2.4,1.5,2.02,1.7,0.4211707,0.3140934,0.26473588,0.3992989,0.48983237,-70.944115,-54.735184,-54.735184,1468.8943,1512.672,-0.3649012,-98.51299,1,1.1,0.9,1.2,1.004911,1.0818557,1530.2223,1463.6967,0.9,1.6,1.0308539,1.5590754,0.73811746,0.70602816,0.85521203,1.047247,3.111,3.726,1.2818342,1.2456033,1
3,3.9,2.1,1.57,2.35,1.5,2.5,0.3127148,0.24054983,0.44673538,0.42870998,0.49513182,-49.87721,-80.65814,-80.65814,1462.7146,1509.3506,-0.537721,-127.29415,1.4,1.3,2.1,1.5,1.5572677,1.2469635,1574.7231,1644.5868,1.7,1.8,1.5550599,1.5115587,0.7595829,0.7932823,1.0777737,1.0805928,2.18,3.078,1.4409122,1.1934177,0
2.25,3.7,2.9,1.57,2.35,1.53,2.38,0.41946834,0.2550821,0.32544956,0.44028103,0.49661472,-41.696022,-90.12371,-90.12371,1256.6312,1274.3915,-0.6008248,-107.88395,3,2.3,2.2,1.1,2.088375,1.316262,1359.1117,1293.3179,3,0.9,2.9607284,0.88023514,0.65558064,0.6238443,1.5776397,0.7264006,2.38,6.99,1.8906484,0.81587416,0
5.25,3.6,1.7,1.97,1.93,1.8,1.95,0.18029165,0.26292533,0.556783,0.42028984,0.49381593,-55.864796,-82.589554,-82.589554,1670.1931,1553.2256,-0.550597,34.377968,1.7,1.2,1.1,1.1,1.6634839,1.280609,1538.7903,1824.4777,1.5,1.4,1.4259508,1.4016819,0.7422503,0.88005435,1.0157305,1.0887054,1.822,2.752,1.4981302,1.1832855,1
1.7,3.7,4.75,1.98,1.88,1.83,1.83,0.5502505,0.25281778,0.19693175,0.40320122,0.49072757,-68.12244,39.501663,39.501663,1647.4517,1660.6212,0.2633444,26.332146,1.4,1.8,1,1,1.294965,1.141088,1666.4052,1639.0513,1.5,1.2,1.4491037,1.0540813,0.8038066,0.79061216,1.0619254,0.89599985,2.266,3.865,1.5093337,1.1114919,0
3.1,3.1,2.38,2.88,1.4,2.25,1.57,0.302799,0.302799,0.39440203,0.4028412,0.4905938,-68.382385,-21.407701,-21.407701,1513.9523,1680.1078,-0.14271802,-187.56316,0.7,0.5,1.5,3,1.1300119,1.1511103,1581.1072,1666.0092,1,1.2,0.97734725,1.1446428,0.7626623,0.80361557,0.84853625,0.94002646,3.025,2.438,1.1764373,1.408411,0
3.25,3.2,2.25,2.1,1.7,1.8,1.95,0.28901154,0.29352733,0.41746113,0.4028412,0.4905938,-68.382385,3.3090103,3.3090103,1563.6643,1707.8245,0.022060068,-140.8512,1.6,0.9,1,1.1,1.6740116,1.1310269,1663.1887,1725.5396,1.8,1.9,1.7320008,1.972452,0.80225515,0.83233064,1.1741534,1.2883792,1.956,1.846,1.3617573,1.3199862,0
1.45,4.1,7,1.93,1.93,2,1.73,0.6406965,0.22658779,0.1327157,0.3895284,0.4877339,-78.05053,-8.340055,-8.340055,1626.034,1402.3038,-0.05560037,215.39014,2.7,0.8,2.1,1,1.983848,1.2693886,1651.627,1412.5729,2.7,1,2.6419804,0.90940756,0.7966781,0.6813682,1.5347991,0.7725839,1.667,2.898,1.5584086,1.1444887,1
1.38,5,7.5,1.53,2.4,1.8,1.95,0.6849315,0.1890411,0.12602739,0.44237918,0.4968997,-40.21772,95.29567,95.29567,1839.2395,1442.889,0.63530445,491.6461,1.9,1.5,2,1,1.6899283,1.1511103,1703.5955,1533.598,1.9,1.4,1.5646425,1.2558033,0.8217457,0.7397458,1.1189045,0.94616884,2.135,3.192,1.4657427,1.1732166,1
2.5,3.4,2.7,1.93,1.93,1.67,2.1,0.3757675,0.27629963,0.34793288,0.40320122,0.49072757,-68.12244,-12.413693,-12.413693,1585.3743,1700.7067,-0.08275796,-127.74604,1.3,1.4,0.8,1.3,1.3223706,1.2038316,1579.0381,1575.463,1.3,0.8,1.3287916,0.8637833,0.7616642,0.7599398,0.98851514,0.8014772,2.69,3.578,1.3669755,1.2035716,0
1.62,3.75,4.75,2,1.8,2,1.73,0.56399906,0.24364759,0.19235335,0.37089992,0.48324898,-91.7852,27.777779,27.777779,1319.0876,1488.1653,0.18518518,-141.29996,1.6,1.2,1.2,2,1.5702856,1.3040023,1515.1802,1318.2395,1.6,0.9,1.5132852,0.969082,0.7308618,0.6358655,1.0438311,0.7691521,2.528,4.355,1.4962267,1.089791,0
2.45,3.3,2.8,1.75,2.05,1.62,2.2,0.38205498,0.28364688,0.3342981,0.40320122,0.49072757,-68.12244,45.87156,45.87156,1461.6439,1700.7067,0.3058104,-193.19115,1.7,1.8,0.5,1.5,1.3265485,1.2583364,1579.156,1583.3248,1.7,0.9,1.768913,0.969082,0.7617211,0.763732,1.1645979,0.845872,2.379,3.035,1.3854061,1.2271675,0
2,3.15,3.45,1.65,1.98,0,0,0.45154253,0.28669366,0.26176378,0.41577443,0.49288434,-59.0891,-38.764004,-38.764004,1541.4601,1306.0194,-0.2584267,196.6767,2,1.3,0.8,1.1,1.2990564,1.0914185,1549.5259,1487.569,2,0.4,2.080464,0.68133914,0.7474287,0.71754324,1.2806429,0.7030616,2.053,3.428,1.5154606,1.133967,0
1.53,4.2,5.75,1.67,2.15,1.8,1.91,0.6133567,0.22343709,0.16320622,0.3895284,0.4877339,-78.05053,-103.85493,-103.85493,1402.3038,1167.8147,-0.6923662,130.63422,0.9,1.5,0.5,1.3,1.0768442,1.1718768,1579.2064,1264.6733,0.8,0.8,1.0360019,0.8176,0.76174545,0.6100274,0.87144804,0.6930564,2.16,4.54,1.6223698,1.0238038,1
1.95,3.9,3.4,1.67,2.15,1.62,2.2,0.4822695,0.24113475,0.27659574,0.42870998,0.49513182,-49.87721,0,0,1509.3506,1591.0044,0,-81.65383,1.6,1.2,2,0.7,1.7094389,1.16135,1588.0709,1499.0752,1.8,1.4,1.6770973,1.2217706,0.7660213,0.7230934,1.1304517,0.9225643,2.021,3.418,1.5230361,1.1308663,1
1.4,4.4,7.1,1.62,2.22,1.8,1.9,0.65990704,0.20997043,0.13012251,0.4522613,0.49802873,-33.273594,-57.56263,-57.56263,1585.8981,1596.7365,-0.38375086,-68.401,1.6,2.4,1.8,1.2,1.532899,1.182433,1587.2188,1376.116,1.6,0.7,1.3519367,0.8023189,0.7656102,0.6637828,1.0001408,0.7191972,2.195,4.019,1.547423,1.0848459,0
1.53,4.1,5,1.65,2.2,1.73,2,0.59553206,0.22223513,0.18223281,0.37089992,0.48324898,-91.7852,-54.633087,-54.633087,1467.1433,1488.9854,-0.3642206,-76.47514,1.2,1.7,2.1,1,1.5752467,1.2921448,1489.3171,1362.6871,1.2,1.9,1.0155628,1.918998,0.7183865,0.6573053,0.83725697,1.1619823,1.804,4.175,1.6810198,1.0194474,0
